0.499977,0.652534
0.500026,0.547487
0.499974,0.602372
0.482113,0.471979
0.500151,0.527156
0.499910,0.498253
0.499523,0.401062
0.289712,0.380764
0.499955,0.312398
0.499987,0.269919
0.500023,0.107050
0.500023,0.666234
0.500016,0.679224
0.500023,0.692348
0.499977,0.695278
0.499977,0.705934
0.499977,0.719385
0.499977,0.737019
0.499968,0.781371
0.499816,0.562981
0.473773,0.573910
0.104907,0.254141
0.365930,0.409576
0.338758,0.413025
0.311120,0.409460
0.274658,0.389131
0.393362,0.403706
0.345234,0.344011
0.370094,0.346076
0.319322,0.347265
0.297903,0.353591
0.247792,0.410810
0.396889,0.842755
0.280098,0.375600
0.106310,0.399956
0.209925,0.391353
0.355808,0.534406
0.471751,0.650404
0.474155,0.680192
0.439785,0.657229
0.414617,0.666541
0.450374,0.680861
0.428771,0.682691
0.374971,0.727805
0.486717,0.547629
0.485301,0.527395
0.257765,0.314490
0.401223,0.455172
0.429819,0.548615
0.421352,0.533741
0.276896,0.532057
0.483370,0.499587
0.337212,0.282883
0.296392,0.293243
0.169295,0.193814
0.447580,0.302610
0.392390,0.353888
0.354490,0.696784
0.067305,0.730105
0.442739,0.572826
0.457098,0.584792
0.381974,0.694711
0.392389,0.694203
0.277076,0.271932
0.422552,0.563233
0.385919,0.281364
0.383103,0.255840
0.331431,0.119714
0.229924,0.232003
0.364501,0.189114
0.229622,0.299541
0.173287,0.278748
0.472879,0.666198
0.446828,0.668527
0.422762,0.673890
0.445308,0.580066
0.388103,0.693961
0.403039,0.706540
0.403629,0.693953
0.460042,0.557139
0.431158,0.692366
0.452182,0.692366
0.475387,0.692366
0.465828,0.779190
0.472329,0.736226
0.473087,0.717857
0.473122,0.704626
0.473033,0.695278
0.427942,0.695278
0.426479,0.703540
0.423162,0.711846
0.418309,0.720063
0.390095,0.639573
0.013954,0.560034
0.499914,0.580147
0.413200,0.695400
0.409626,0.701823
0.468080,0.601535
0.422729,0.585985
0.463080,0.593784
0.372120,0.473414
0.334562,0.496073
0.411671,0.546965
0.242176,0.147676
0.290777,0.201446
0.327338,0.256527
0.399510,0.748921
0.441728,0.261676
0.429765,0.187834
0.412198,0.108901
0.288955,0.398952
0.218937,0.435411
0.412782,0.398970
0.257135,0.355440
0.427685,0.437961
0.448340,0.536936
0.178560,0.457554
0.247308,0.457194
0.286267,0.467675
0.332828,0.460712
0.368756,0.447207
0.398964,0.432655
0.476410,0.405806
0.189241,0.523924
0.228962,0.348951
0.490726,0.562401
0.404670,0.485133
0.019469,0.401564
0.426243,0.420431
0.396993,0.548797
0.266470,0.376977
0.439121,0.518958
0.032314,0.644357
0.419054,0.387155
0.462783,0.505747
0.238979,0.779745
0.198221,0.831938
0.107550,0.540755
0.183610,0.740257
0.134410,0.333683
0.385764,0.883154
0.490967,0.579378
0.382385,0.508573
0.174399,0.397671
0.318785,0.396235
0.343364,0.400597
0.396100,0.710217
0.187885,0.588538
0.430987,0.944065
0.318993,0.898285
0.266248,0.869701
0.500023,0.190576
0.499977,0.954453
0.366170,0.398822
0.393207,0.395537
0.410373,0.391080
0.194993,0.342102
0.388665,0.362284
0.365962,0.355971
0.343364,0.355357
0.318785,0.358340
0.301415,0.363156
0.058133,0.319076
0.301415,0.387449
0.499988,0.618434
0.415838,0.624196
0.445682,0.566077
0.465844,0.620641
0.499923,0.351524
0.288719,0.819946
0.335279,0.852820
0.440512,0.902419
0.128294,0.791941
0.408772,0.373894
0.455607,0.451801
0.499877,0.908990
0.375437,0.924192
0.114210,0.615022
0.448662,0.695278
0.448020,0.704632
0.447112,0.715808
0.444832,0.730794
0.430012,0.766809
0.406787,0.685673
0.400738,0.681069
0.392400,0.677703
0.367856,0.663919
0.247923,0.601333
0.452770,0.420850
0.436392,0.359887
0.416164,0.368714
0.413386,0.692366
0.228018,0.683572
0.468268,0.352671
0.411362,0.804327
0.499989,0.469825
0.479154,0.442654
0.499974,0.439637
0.432112,0.493589
0.499886,0.866917
0.499913,0.821729
0.456549,0.819201
0.344549,0.745439
0.378909,0.574010
0.374293,0.780185
0.319688,0.570738
0.357155,0.604270
0.295284,0.621581
0.447750,0.862477
0.410986,0.508723
0.313951,0.775308
0.354128,0.812553
0.324548,0.703993
0.189096,0.646300
0.279777,0.714658
0.133823,0.682701
0.336768,0.644733
0.429884,0.466522
0.455528,0.548623
0.437114,0.558896
0.467288,0.529925
0.414712,0.335220
0.377046,0.322778
0.344108,0.320151
0.312876,0.322332
0.283526,0.333190
0.241246,0.382786
0.102986,0.468763
0.267612,0.424560
0.297879,0.433176
0.333434,0.433878
0.366427,0.426116
0.396012,0.416696
0.420121,0.410228
0.007561,0.480777
0.432949,0.569518
0.458639,0.479089
0.473466,0.545744
0.476088,0.563830
0.468472,0.555057
0.433991,0.582362
0.483518,0.562984
0.482483,0.577849
0.426450,0.389799
0.438999,0.396495
0.450067,0.400434
0.289712,0.368253
0.276670,0.363373
